item,item_label,shared_class,shared_label
Q18059728,DNM1P31,Q277338,pseudogene
Q18059729,RPL10AP8,Q277338,pseudogene
Q18059730,DND1P1,Q277338,pseudogene
Q18059731,SLC25A1P3,Q277338,pseudogene
Q18059732,BCRP3,Q277338,pseudogene
Q18059733,RPS26P20,Q277338,pseudogene
Q18059737,RPS26P8,Q277338,pseudogene
Q18059739,RPLP2P2,Q277338,pseudogene
Q18059740,RPL12P27,Q277338,pseudogene
Q18059741,GAPDHP32,Q277338,pseudogene
Q18059742,PHB1P11,Q277338,pseudogene
Q18059743,TRPC6P1,Q277338,pseudogene
Q18059744,ACTBP11,Q277338,pseudogene
Q18059745,RPL9P4,Q277338,pseudogene
Q18059746,AURKBP1,Q277338,pseudogene
Q18059747,RPL7AP43,Q277338,pseudogene
Q18059748,GAPDHP33,Q277338,pseudogene
Q18059752,MAPK8IP1P1,Q277338,pseudogene
Q18059754,DND1P2,Q277338,pseudogene
Q18059756,RPS20P19,Q277338,pseudogene
Q18059757,MT1IP,Q277338,pseudogene
Q18059758,RPS7P11,Q277338,pseudogene
Q18059759,ADAM20P3,Q277338,pseudogene
Q18059760,TPM3P5,Q277338,pseudogene
Q18059761,ATP5PBP3,Q277338,pseudogene
Q18059762,RPL37AP8,Q277338,pseudogene
Q18059765,RPL23AP71,Q277338,pseudogene
Q18059767,RPS2P47,Q277338,pseudogene
Q18059768,HNRNPLP2,Q277338,pseudogene
Q18059769,LRRC37A17P,Q277338,pseudogene
Q18059770,LARP1BP3,Q277338,pseudogene
Q18059772,RARRES2P2,Q277338,pseudogene
Q18059773,HMGB3P15,Q277338,pseudogene
Q18059774,AGGF1P2,Q277338,pseudogene
Q18059775,HMGB3P11,Q277338,pseudogene
Q18059776,TMEM30CP,Q277338,pseudogene
Q18059777,HNRNPFP1,Q277338,pseudogene
Q18059779,SHQ1P1,Q277338,pseudogene
Q18059780,BEND3P1,Q277338,pseudogene
Q18059781,RPSAP61,Q277338,pseudogene
Q18059783,NDUFA3P3,Q277338,pseudogene
Q18059784,ICE2P1,Q277338,pseudogene
Q18059785,HSP90AB7P,Q277338,pseudogene
Q18059786,CTSLP4,Q277338,pseudogene
Q18059787,HMGN2P7,Q277338,pseudogene
Q18059788,RPL39P21,Q277338,pseudogene
Q18059789,HMGB3P18,Q277338,pseudogene
Q18059790,RBM22P6,Q277338,pseudogene
Q18059791,RPL13AP6,Q277338,pseudogene
Q18059792,FAM86MP,Q277338,pseudogene
Q18059793,RPL31P44,Q277338,pseudogene
Q18059797,HMGN1P11,Q277338,pseudogene
Q18059802,ELOCP3,Q277338,pseudogene
Q18059803,EXOC5P1,Q277338,pseudogene
Q18059804,TPM4P1,Q277338,pseudogene
Q18059807,SPCS2P2,Q277338,pseudogene
Q18059808,SNX18P9,Q277338,pseudogene
Q18059810,LARP1BP1,Q277338,pseudogene
Q18059811,DNAJA1P3,Q277338,pseudogene
Q18059812,DNAJC19P9,Q277338,pseudogene
Q18059815,GEMIN8P2,Q277338,pseudogene
Q18059816,BIN2P2,Q277338,pseudogene
Q18059817,EEF1A1P12,Q277338,pseudogene
Q18059818,ILF2P2,Q277338,pseudogene
Q18059819,INTS4P2,Q277338,pseudogene
Q18059820,TPTE2P2,Q277338,pseudogene
Q18059821,FUNDC2P3,Q277338,pseudogene
Q18059822,RPL21P107,Q277338,pseudogene
Q18059823,BMS1P11,Q277338,pseudogene
Q18059825,NF1P6,Q277338,pseudogene
Q18059826,APOOP5,Q277338,pseudogene
Q18059827,HMGB1P25,Q277338,pseudogene
Q18059828,HMGB1P22,Q277338,pseudogene
Q18059831,BMS1P12,Q277338,pseudogene
Q18059833,CDRT15P2,Q277338,pseudogene
Q18059835,BMS1P13,Q277338,pseudogene
Q18059836,IGKV1OR-3,Q277338,pseudogene
Q18059837,WASF4P,Q277338,pseudogene
Q18059838,KRT8P47,Q277338,pseudogene
Q18059839,HSPD1P4,Q277338,pseudogene
Q18059840,PABPC1P13,Q277338,pseudogene
Q18059841,TMPRSS11GP,Q277338,pseudogene
Q18059842,PIGHP1,Q277338,pseudogene
Q18059843,SLC9B1P4,Q277338,pseudogene
Q18059844,ACTR3BP6,Q277338,pseudogene
Q18059846,RPS15AP11,Q277338,pseudogene
Q18059850,EEF1B2P3,Q277338,pseudogene
Q18059851,RPL36AP36,Q277338,pseudogene
Q18059853,PDCL3P5,Q277338,pseudogene
Q18059854,NBPF13P,Q277338,pseudogene
Q18059855,RPS28P3,Q277338,pseudogene
Q18059857,TRAF6P1,Q277338,pseudogene
Q18059859,CACYBPP2,Q277338,pseudogene
Q18059860,RARRES2P4,Q277338,pseudogene
Q18059862,RPL7P7,Q277338,pseudogene
Q18059863,TERF2IPP1,Q277338,pseudogene
Q18061698,RPS10P6,Q277338,pseudogene
Q18061700,FAM86HP,Q277338,pseudogene
Q18061702,RPS6P25,Q277338,pseudogene
Q18061703,COP1P1,Q277338,pseudogene
Q18061704,POM121L6P,Q277338,pseudogene
Q18061706,SEPHS1P6,Q277338,pseudogene
Q18061707,RPL21P16,Q277338,pseudogene
Q18061709,GAPDHP61,Q277338,pseudogene
Q18061710,PPP1R14BP2,Q277338,pseudogene
Q18061712,PSMA6P2,Q277338,pseudogene
Q18061713,RPLP1P6,Q277338,pseudogene
Q18061716,HNRNPA1P6,Q277338,pseudogene
Q18061719,ATP6V1E1P3,Q277338,pseudogene
Q18061726,RPL7P50,Q277338,pseudogene
Q18061727,SUSD2P2,Q277338,pseudogene
Q18061728,PMS2P6,Q277338,pseudogene
Q18061729,DSTNP4,Q277338,pseudogene
Q18061732,RPL23AP5,Q277338,pseudogene
Q18061733,RPL21P18,Q277338,pseudogene
Q18061734,IL9RP3,Q277338,pseudogene
Q18061735,NCOR1P2,Q277338,pseudogene
Q18061736,GAPDHP38,Q277338,pseudogene
Q18061737,ARPC3P3,Q277338,pseudogene
Q18061738,ABHD17AP4,Q277338,pseudogene
Q18061739,RPL12P14,Q277338,pseudogene
Q18061741,ZNF962P,Q277338,pseudogene
Q18061742,HMGN2P24,Q277338,pseudogene
Q18061744,AACSP1,Q277338,pseudogene
Q18061745,FEM1AP4,Q277338,pseudogene
Q18061748,CNOT6LP1,Q277338,pseudogene
Q18061752,FAM207BP,Q277338,pseudogene
Q18061753,RPL34P31,Q277338,pseudogene
Q18061755,NAP1L1P1,Q277338,pseudogene
Q18061756,HMGN2P41,Q277338,pseudogene
Q18061757,NDUFB8P2,Q277338,pseudogene
Q18061758,ZBTB8OSP1,Q277338,pseudogene
Q18061759,SUSD2P1,Q277338,pseudogene
Q18061765,HMGB3P22,Q277338,pseudogene
Q18061767,NPIPB1P,Q277338,pseudogene
Q18061768,RPF2P1,Q277338,pseudogene
Q18061770,FAHD2P1,Q277338,pseudogene
Q18061771,RPL29P30,Q277338,pseudogene
Q18061772,RPL23AP74,Q277338,pseudogene
Q18061773,RPL36AP46,Q277338,pseudogene
Q18061775,DYNLL1P7,Q277338,pseudogene
Q18061777,HMGB3P19,Q277338,pseudogene
Q18061778,RPL31P4,Q277338,pseudogene
Q18061779,ZNF812P,Q277338,pseudogene
Q18061780,METTL15P3,Q277338,pseudogene
Q18061781,S100A11P1,Q277338,pseudogene
Q18061782,RPL22P3,Q277338,pseudogene
Q18061785,LDHAP5,Q277338,pseudogene
Q18061787,TRMT112P3,Q277338,pseudogene
Q18061788,GOLGA2P6,Q277338,pseudogene
Q18061789,PPIAP18,Q277338,pseudogene
Q18061790,RPL7P16,Q277338,pseudogene
Q18061792,RPS2P51,Q277338,pseudogene
Q18061793,KRT17P3,Q277338,pseudogene
Q18061794,NPM1P42,Q277338,pseudogene
Q18061795,HMGN2P25,Q277338,pseudogene
Q18061796,FAM90A2P,Q277338,pseudogene
Q18061797,TPI1P1,Q277338,pseudogene
Q18061799,RPL12P1,Q277338,pseudogene
Q18061803,RPL12P18,Q277338,pseudogene
Q18061804,RPL23AP45,Q277338,pseudogene
Q18061806,UQCRHP2,Q277338,pseudogene
Q18061808,PSAT1P3,Q277338,pseudogene
Q18061809,RPS10P8,Q277338,pseudogene
Q18061810,GOLGA8CP,Q277338,pseudogene
Q18061811,RPS15P5,Q277338,pseudogene
Q18061812,ARL6IP1P3,Q277338,pseudogene
Q18061813,RPL23AP63,Q277338,pseudogene
Q18061814,SEC14L1P1,Q277338,pseudogene
Q18061815,ZNF731P,Q277338,pseudogene
Q18061816,DNM1P34,Q277338,pseudogene
Q18061817,DHFRP2,Q277338,pseudogene
Q18061818,HNRNPA3P14,Q277338,pseudogene
Q18061819,ST13P20,Q277338,pseudogene
Q18061821,GGTLC4P,Q277338,pseudogene
Q18061824,RPS2P50,Q277338,pseudogene
Q18061827,LSP1P3,Q277338,pseudogene
Q18061830,VN1R101P,Q277338,pseudogene
Q18061831,ELMO2P1,Q277338,pseudogene
Q18061832,ZBTB8OSP2,Q277338,pseudogene
Q18061833,RPS16P10,Q277338,pseudogene
Q18061835,RPL36AP26,Q277338,pseudogene
Q18061837,RPS20P27,Q277338,pseudogene
Q18061838,ZNF75CP,Q277338,pseudogene
Q18061839,CDC26P1,Q277338,pseudogene
Q18061841,HMGB3P6,Q277338,pseudogene
Q18061842,RPL18AP5,Q277338,pseudogene
Q18061844,RPL21P71,Q277338,pseudogene
Q18061857,BRI3P1,Q277338,pseudogene
Q18061858,ABCC6P2,Q277338,pseudogene
Q18061860,QRSL1P1,Q277338,pseudogene
Q18061861,KRT8P13,Q277338,pseudogene
Q18061862,RPSAP19,Q277338,pseudogene
Q18061863,RHOQP2,Q277338,pseudogene
Q18061865,UBE2V1P2,Q277338,pseudogene
Q18061866,DNM1P49,Q277338,pseudogene
Q18055909,MRPL57P9,Q277338,pseudogene
Q18055910,MRPL11P3,Q277338,pseudogene
Q18055911,MRPL14P1,Q277338,pseudogene
Q18055912,MRPL15P1,Q277338,pseudogene
Q18055913,MRPL20P1,Q277338,pseudogene
Q18055915,MRPL22P1,Q277338,pseudogene
Q18055917,MRPL3P1,Q277338,pseudogene
Q18055918,MRPL30P1,Q277338,pseudogene
Q18055919,MRPL32P1,Q277338,pseudogene
Q18055923,MRPL35P1,Q277338,pseudogene
Q18055927,MRPL35P2,Q277338,pseudogene
Q18055928,MRPL35P3,Q277338,pseudogene
Q18055929,MRPL35P4,Q277338,pseudogene
Q18055930,MRPL42P3,Q277338,pseudogene
Q18055931,MRPL45P1,Q277338,pseudogene
Q18055932,MRPL49P1,Q277338,pseudogene
Q18055933,MRPL50P2,Q277338,pseudogene
Q18055935,MRPL50P3,Q277338,pseudogene
Q18055936,MRPL50P4,Q277338,pseudogene
Q18055937,MRPL53P1,Q277338,pseudogene
Q18055938,MRPS10P1,Q277338,pseudogene
Q18055939,MRPS10P5,Q277338,pseudogene
Q18055940,MRPS15P1,Q277338,pseudogene
Q18055941,MRPS15P2,Q277338,pseudogene
Q18055942,MRPS17P3,Q277338,pseudogene
Q18055943,MRPS17P5,Q277338,pseudogene
Q18055944,MRPS17P6,Q277338,pseudogene
Q18055945,MRPS17P9,Q277338,pseudogene
Q18055946,MRPS18AP1,Q277338,pseudogene
Q18055947,MRPS18BP1,Q277338,pseudogene
Q18055949,MRPS18CP3,Q277338,pseudogene
Q18055950,MRPS18CP5,Q277338,pseudogene
Q18055951,MRPS21P2,Q277338,pseudogene
Q18055952,MRPS21P3,Q277338,pseudogene
Q18055953,MRPS21P4,Q277338,pseudogene
Q18055954,MRPS21P5,Q277338,pseudogene
Q18055955,MRPS21P6,Q277338,pseudogene
Q18055956,MRPS21P7,Q277338,pseudogene
Q18055957,MRPS21P9,Q277338,pseudogene
Q18055958,MRPS22P1,Q277338,pseudogene
Q18055959,DAP3P2,Q277338,pseudogene
Q18055961,MRPS33P3,Q277338,pseudogene
Q18055962,MRPS33P4,Q277338,pseudogene
Q18055963,MRPS35P2,Q277338,pseudogene
Q18055964,MRPS35P3,Q277338,pseudogene
Q18055965,MRPS6P1,Q277338,pseudogene
Q18055966,MRPS6P2,Q277338,pseudogene
Q18055967,MRPS6P4,Q277338,pseudogene
Q18055968,MRPS7P1,Q277338,pseudogene
Q18055970,MED14P1,Q277338,pseudogene
Q18055971,EIF4A1P2,Q277338,pseudogene
Q18055972,AGKP1,Q277338,pseudogene
Q18055973,TUSC2P1,Q277338,pseudogene
Q18055974,NEFLP1,Q277338,pseudogene
Q18055976,MRPS5P4,Q277338,pseudogene
Q18055977,UBE2V1P3,Q277338,pseudogene
Q18055978,USP12PY,Q277338,pseudogene
Q18055979,VDAC1P6,Q277338,pseudogene
Q18055980,MRPS10P2,Q277338,pseudogene
Q18055981,MRPS17P1,Q277338,pseudogene
Q18055982,DAP3P1,Q277338,pseudogene
Q18055983,PCNAP2,Q277338,pseudogene
Q18055984,PCNAP1,Q277338,pseudogene
Q18055985,MRPL30P2,Q277338,pseudogene
Q18055986,MRPL42P5,Q277338,pseudogene
Q18055989,PRDX2P1,Q277338,pseudogene
Q18055992,CDK4P1,Q277338,pseudogene
Q18055994,SERBP1P2,Q277338,pseudogene
Q18055995,ATP5PFP1,Q277338,pseudogene
Q18055996,CHRFAM7AP2,Q277338,pseudogene
Q18055997,CHRFAM7AP1,Q277338,pseudogene
Q18055998,IFNWP18,Q277338,pseudogene
Q18055999,TAF9P1,Q277338,pseudogene
Q18056000,TAF9P2,Q277338,pseudogene
Q18056001,GAPDHP17,Q277338,pseudogene
Q18056002,CYCSP49,Q277338,pseudogene
Q18056003,DLGAP5P1,Q277338,pseudogene
Q18056004,RFTN1P1,Q277338,pseudogene
Q18056005,CICP2,Q277338,pseudogene
Q18056006,CICP1,Q277338,pseudogene
Q18056007,PRRC2CP1,Q277338,pseudogene
Q18056008,KRT18P10,Q277338,pseudogene
Q18056009,PPP1R12BP2,Q277338,pseudogene
Q18056010,PPP1R12BP1,Q277338,pseudogene
Q18056011,PSIP1P2,Q277338,pseudogene
Q18056013,GOLGA6L11P,Q277338,pseudogene
Q18056015,GOLGA6L12P,Q277338,pseudogene
Q18056016,GOLGA6L13P,Q277338,pseudogene
Q18056017,GOLGA6L14P,Q277338,pseudogene
Q18056018,TMEM167AP1,Q277338,pseudogene
Q18056019,FAM199YP,Q277338,pseudogene
Q18061867,RPL34P33,Q277338,pseudogene
Q18061868,VN1R103P,Q277338,pseudogene
Q18061869,RPL26P11,Q277338,pseudogene
Q18061870,ALG1L15P,Q277338,pseudogene
Q18061873,RRN3P1,Q277338,pseudogene
Q18061879,PFN1P1,Q277338,pseudogene
Q18061880,EIF1P3,Q277338,pseudogene
Q18061881,GSTA7P,Q277338,pseudogene
Q18061882,NAP1L4P3,Q277338,pseudogene
Q18061883,RPS26P16,Q277338,pseudogene
Q18061885,RBBP4P3,Q277338,pseudogene
Q18061886,RPS10P9,Q277338,pseudogene
Q18061887,ZNF101P2,Q277338,pseudogene
Q18061889,VN1R64P,Q277338,pseudogene
Q18061891,HSP90AA5P,Q277338,pseudogene
Q18061892,RPL5P5,Q277338,pseudogene
Q18061894,EEF1A1P32,Q277338,pseudogene
Q18061896,ZDHHC20P4,Q277338,pseudogene
Q18061897,HNRNPA1P59,Q277338,pseudogene
Q18061899,RPL17P8,Q277338,pseudogene
Q18061904,HINT1P1,Q277338,pseudogene
Q18061905,RPL14P3,Q277338,pseudogene
Q18061910,RPS3AP29,Q277338,pseudogene
Q18061912,DEPDC1P1,Q277338,pseudogene
Q18061913,CICP5,Q277338,pseudogene
Q18061914,RPS3AP39,Q277338,pseudogene
Q18061919,DYNLL1P2,Q277338,pseudogene
Q18061921,RPL21P120,Q277338,pseudogene
Q18061922,PRKRAP1,Q277338,pseudogene
Q18061923,RPL32P12,Q277338,pseudogene
Q18061926,RPL29P21,Q277338,pseudogene
Q18061929,MIX23P3,Q277338,pseudogene
Q18061931,FBXO36P1,Q277338,pseudogene
Q18061935,TPM3P7,Q277338,pseudogene
Q18061990,H2BW4P,Q277338,pseudogene
Q18061992,PFN1P2,Q277338,pseudogene
Q18061993,PFN1P9,Q277338,pseudogene
Q18061994,PFN1P4,Q277338,pseudogene
Q18061996,PFN1P10,Q277338,pseudogene
Q18062014,EIF4EBP1P2,Q277338,pseudogene
Q18062020,ACTR3BP4,Q277338,pseudogene
Q18062027,USP10P2,Q277338,pseudogene
Q18062028,USP10P1,Q277338,pseudogene
Q18062030,PAICSP3,Q277338,pseudogene
Q18062031,PAICSP5,Q277338,pseudogene
Q18062032,PAICSP6,Q277338,pseudogene
Q18062033,PAICSP4,Q277338,pseudogene
Q18062035,PAICSP1,Q277338,pseudogene
Q18062036,PAICSP2,Q277338,pseudogene
Q18062037,PAICSP7,Q277338,pseudogene
Q18062050,DBIP3,Q277338,pseudogene
Q18062081,POU5F1P5,Q277338,pseudogene
Q18062084,POU5F1P6,Q277338,pseudogene
Q18062086,POU5F1P7,Q277338,pseudogene
Q18062096,VN2R2P,Q277338,pseudogene
Q18062099,VN2R3P,Q277338,pseudogene
Q18062101,VN2R6P,Q277338,pseudogene
Q18062104,VN2R7P,Q277338,pseudogene
Q18062106,VN2R10P,Q277338,pseudogene
Q18062109,VN2R11P,Q277338,pseudogene
Q18062111,VN2R12P,Q277338,pseudogene
Q18062114,VN2R13P,Q277338,pseudogene
Q18062116,VN2R14P,Q277338,pseudogene
Q18062119,VN2R15P,Q277338,pseudogene
Q18062121,VN2R16P,Q277338,pseudogene
Q18062124,VN2R18P,Q277338,pseudogene
Q18062126,VN2R19P,Q277338,pseudogene
Q18062129,VN2R20P,Q277338,pseudogene
Q18062131,OTX2P1,Q277338,pseudogene
Q18062322,PDZK1P1,Q277338,pseudogene
Q18062339,HMGN1P3,Q277338,pseudogene
Q18062342,HMGN1P4,Q277338,pseudogene
Q18062344,UBE2D3P1,Q277338,pseudogene
Q18062352,MCCD1P1,Q277338,pseudogene
Q18062355,DDX39BP1,Q277338,pseudogene
Q18062363,ZDHHC20P1,Q277338,pseudogene
Q18062365,ZDHHC20P2,Q277338,pseudogene
Q18062368,TMEM183AP1,Q277338,pseudogene
Q18062373,RPL35AP4,Q277338,pseudogene
Q18062376,DDX39BP2,Q277338,pseudogene
Q18062378,MCCD1P2,Q277338,pseudogene
Q18062381,GUSBP9,Q277338,pseudogene
Q18062399,JKAMPP1,Q277338,pseudogene
Q18062408,CDH12P3,Q277338,pseudogene
Q18062410,CDH12P1,Q277338,pseudogene
Q18062413,CDH12P4,Q277338,pseudogene
Q18062425,GXYLT1P1,Q277338,pseudogene
Q18062438,SKP1P3,Q277338,pseudogene
Q18062446,HAVCR1P1,Q277338,pseudogene
Q18062448,TMA16P1,Q277338,pseudogene
Q18062449,TMA16P2,Q277338,pseudogene
Q18062454,PMS2P7,Q277338,pseudogene
Q18062456,MCTS2,Q277338,pseudogene
Q18062457,BRI3P3,Q277338,pseudogene
Q18062459,ELF2P1,Q277338,pseudogene
Q18062460,GNG5P3,Q277338,pseudogene
Q18062461,GNG5P4,Q277338,pseudogene
Q18062462,GNG5P5,Q277338,pseudogene
Q18062463,ANKRD26P3,Q277338,pseudogene
Q18062464,HMGN2P17,Q277338,pseudogene
Q18059864,RPL32P18,Q277338,pseudogene
Q18059865,RPL10P5,Q277338,pseudogene
Q18059866,H3P16,Q277338,pseudogene
Q18059867,METTL15P2,Q277338,pseudogene
Q18059868,RPS26P15,Q277338,pseudogene
Q18059869,RPS26P50,Q277338,pseudogene
Q18059871,ELF2P4,Q277338,pseudogene
Q18059874,KRT16P3,Q277338,pseudogene
Q18059875,TNRC18P1,Q277338,pseudogene
Q18059876,RPS3AP26,Q277338,pseudogene
Q18059878,ABHD17AP6,Q277338,pseudogene
Q18059882,RPL32P22,Q277338,pseudogene
Q18059884,KRT8P19,Q277338,pseudogene
Q18059885,RPS3P6,Q277338,pseudogene
Q18059886,HNRNPA1P52,Q277338,pseudogene
Q18059887,ALG1L8P,Q277338,pseudogene
Q18059889,RPS2P20,Q277338,pseudogene
Q18059890,GAPDHP59,Q277338,pseudogene
Q18059898,RPL6P4,Q277338,pseudogene
Q18059899,RPEP2,Q277338,pseudogene
Q18059903,DBF4P1,Q277338,pseudogene
Q18059907,NACAP5,Q277338,pseudogene
Q18059908,AIFM1P1,Q277338,pseudogene
Q18059910,PFN1P6,Q277338,pseudogene
Q18059911,ZBTB45P1,Q277338,pseudogene
Q18059912,MYCLP2,Q277338,pseudogene
Q18059914,ZBED1P1,Q277338,pseudogene
Q18059916,RPL21P61,Q277338,pseudogene
Q18059917,CBX3P2,Q277338,pseudogene
Q18059918,RPL5P30,Q277338,pseudogene
Q18059919,RPL12P8,Q277338,pseudogene
Q18059920,RPS2P48,Q277338,pseudogene
Q18059921,RPL21P46,Q277338,pseudogene
Q18059922,MEMO1P2,Q277338,pseudogene
Q18059924,HMGB1P26,Q277338,pseudogene
Q18059926,TMEM14DP,Q277338,pseudogene
Q18059927,HNRNPMP1,Q277338,pseudogene
Q18059930,ADIPOR1P1,Q277338,pseudogene
Q18059931,RPL29P17,Q277338,pseudogene
Q18059933,TDGP1,Q277338,pseudogene
Q18059935,CBX1P1,Q277338,pseudogene
Q18059937,GAPDHP66,Q277338,pseudogene
Q18059938,RPL7AP37,Q277338,pseudogene
Q18059939,OSTCP4,Q277338,pseudogene
Q18059940,TMEM256P1,Q277338,pseudogene
Q18059941,SMPD4P1,Q277338,pseudogene
Q18059942,HMGB1P6,Q277338,pseudogene
Q18059943,RPL17P39,Q277338,pseudogene
Q18059944,RPS10P24,Q277338,pseudogene
Q18059946,EEF1GP7,Q277338,pseudogene
Q18059948,GLTPP1,Q277338,pseudogene
Q18059950,SCDP1,Q277338,pseudogene
Q18059951,CHCHD2P6,Q277338,pseudogene
Q18059952,PHB2P1,Q277338,pseudogene
Q18059954,RPSAP11,Q277338,pseudogene
Q18059955,MRPL40P1,Q277338,pseudogene
Q18059957,FAM86C2P,Q277338,pseudogene
Q18059958,SNRPD2P2,Q277338,pseudogene
Q18059959,CHCHD2P9,Q277338,pseudogene
Q18059960,TUBA3GP,Q277338,pseudogene
Q18059964,HMGB3P5,Q277338,pseudogene
Q18059966,GGT8P,Q277338,pseudogene
Q18059968,EIF3KP3,Q277338,pseudogene
Q18059970,RPL21P76,Q277338,pseudogene
Q18059971,TLE1P1,Q277338,pseudogene
Q18059972,RPL6P27,Q277338,pseudogene
Q18059973,NIFKP2,Q277338,pseudogene
Q18059975,RPS16P9,Q277338,pseudogene
Q18059977,SLC25A51P2,Q277338,pseudogene
Q18059982,HNRNPA1P63,Q277338,pseudogene
Q18059983,ATP5PBP6,Q277338,pseudogene
Q18059984,RPL17P6,Q277338,pseudogene
Q18059985,ATP5F1AP3,Q277338,pseudogene
Q18059986,RPL21P68,Q277338,pseudogene
Q18059987,RLIMP3,Q277338,pseudogene
Q18059988,CEP170P1,Q277338,pseudogene
Q18059989,S100A11P3,Q277338,pseudogene
Q18059990,AHCYP7,Q277338,pseudogene
Q18059991,GYG1P3,Q277338,pseudogene
Q18059996,GOT2P1,Q277338,pseudogene
Q18059997,IGBP1P2,Q277338,pseudogene
Q18059998,HSPD1P6,Q277338,pseudogene
Q18059999,FAM90A22,Q277338,pseudogene
Q18060000,ATP5F1CP1,Q277338,pseudogene
Q18060001,PRADC1P1,Q277338,pseudogene
Q18060002,FAM90A23,Q277338,pseudogene
Q18060003,RPS4XP19,Q277338,pseudogene
Q18060004,EIF4BP6,Q277338,pseudogene
Q18060007,AK4P3,Q277338,pseudogene
Q18060008,RPS13P8,Q277338,pseudogene
Q18060011,MESTP3,Q277338,pseudogene
Q18060012,FAM32CP,Q277338,pseudogene
Q18060015,FAM90A14,Q277338,pseudogene
Q18060016,MT1XP1,Q277338,pseudogene
Q18060017,RPL31P48,Q277338,pseudogene
Q18060018,RPSAP56,Q277338,pseudogene
Q18060019,TUFMP1,Q277338,pseudogene
Q18060021,POU5F1P4,Q277338,pseudogene
Q18060022,RPL13AP3,Q277338,pseudogene
Q18060023,GTF2IP3,Q277338,pseudogene
Q18063085,RPL12P19,Q277338,pseudogene
Q18063086,UBE2CP3,Q277338,pseudogene
Q18063087,RPL38P2,Q277338,pseudogene
Q18063088,GRPEL2P2,Q277338,pseudogene
Q18063090,RPL5P27,Q277338,pseudogene
Q18063091,HNRNPA1P23,Q277338,pseudogene
Q18063092,SNRPGP2,Q277338,pseudogene
Q18063093,EIF4A1P11,Q277338,pseudogene
Q18063094,HMGA1P8,Q277338,pseudogene
Q18063095,SETP5,Q277338,pseudogene
Q18063096,URAHP,Q277338,pseudogene
Q18063097,FTLP10,Q277338,pseudogene
Q18063098,HMGA1P6,Q277338,pseudogene
Q18063099,RPL36AP12,Q277338,pseudogene
Q18063100,OSBPL9P2,Q277338,pseudogene
Q18063101,MTHFD2P6,Q277338,pseudogene
Q18063102,SETP17,Q277338,pseudogene
Q18063103,VN1R70P,Q277338,pseudogene
Q18063105,EIF4BP4,Q277338,pseudogene
Q18063106,RPL9P22,Q277338,pseudogene
Q18063107,RPS27P13,Q277338,pseudogene
Q18063108,IQSEC3P2,Q277338,pseudogene
Q18063109,KRT17P8,Q277338,pseudogene
Q18063110,RFPL4AP6,Q277338,pseudogene
Q18063112,KIF28P,Q277338,pseudogene
Q18063113,MIPEPP2,Q277338,pseudogene
Q18063114,TRIM51CP,Q277338,pseudogene
Q18063115,RPS23P7,Q277338,pseudogene
Q18063116,ZNF849P,Q277338,pseudogene
Q18063117,SNRPEP4,Q277338,pseudogene
Q18063118,ZSWIM5P1,Q277338,pseudogene
Q18063119,DDX6P2,Q277338,pseudogene
Q18063120,LAMTOR3P1,Q277338,pseudogene
Q18063121,UBE2D3P2,Q277338,pseudogene
Q18063124,KNOP1P5,Q277338,pseudogene
Q18063125,NUS1P4,Q277338,pseudogene
Q18063127,LSM3P4,Q277338,pseudogene
Q18063128,RPS24P19,Q277338,pseudogene
Q18063129,TUBB3P2,Q277338,pseudogene
Q18063130,SRRM1P3,Q277338,pseudogene
Q18063131,RPS12P31,Q277338,pseudogene
Q18063132,HNRNPCP9,Q277338,pseudogene
Q18063134,NIPA2P2,Q277338,pseudogene
Q18063136,RPL13P11,Q277338,pseudogene
Q18063139,NPM1P8,Q277338,pseudogene
Q18063140,EEF1A1P27,Q277338,pseudogene
Q18063141,KATNBL1P2,Q277338,pseudogene
Q18063142,UBA52P6,Q277338,pseudogene
Q18063143,RPS5P2,Q277338,pseudogene
Q18063144,COX6CP3,Q277338,pseudogene
Q18063145,NXNP1,Q277338,pseudogene
Q18063146,RCBTB2P1,Q277338,pseudogene
Q18063147,SALL4P2,Q277338,pseudogene
Q18063148,EEF1GP2,Q277338,pseudogene
Q18063149,ARL2BPP4,Q277338,pseudogene
Q18063152,CDC27P2,Q277338,pseudogene
Q18063153,HMGB1P44,Q277338,pseudogene
Q18063154,RPL34P11,Q277338,pseudogene
Q18063155,SNRPGP10,Q277338,pseudogene
Q18063156,RPS27AP13,Q277338,pseudogene
Q18063158,MSANTD2P1,Q277338,pseudogene
Q18063162,RPS6P23,Q277338,pseudogene
Q18063163,TAF9BP2,Q277338,pseudogene
Q18063164,NDUFA5P5,Q277338,pseudogene
Q18063165,NAP1L1P3,Q277338,pseudogene
Q18063166,PABPC1P9,Q277338,pseudogene
Q18063167,SCGB2B3P,Q277338,pseudogene
Q18063168,RPS6P5,Q277338,pseudogene
Q18063170,MED28P4,Q277338,pseudogene
Q18063172,SNRPGP4,Q277338,pseudogene
Q18063173,RPL13P14,Q277338,pseudogene
Q18063174,MTRF1LP2,Q277338,pseudogene
Q18063175,HIGD1AP12,Q277338,pseudogene
Q18063176,CENPUP1,Q277338,pseudogene
Q18063178,YWHAQP5,Q277338,pseudogene
Q18063179,RPL9P20,Q277338,pseudogene
Q18063180,ATP5MGP4,Q277338,pseudogene
Q18063181,RPL21P92,Q277338,pseudogene
Q18063182,HMGB3P26,Q277338,pseudogene
